nodenumber,    x-coordinate,    y-coordinate,pressure-coefficient,      x-velocity,      y-velocity
         1,-1.417398810E+00,-1.047263622E+00,-1.886918209E-02, 1.396960144E+02,-1.150403214E+01
         2,-1.143088102E+00,-1.046324253E+00,-3.580123186E-02, 1.408887024E+02,-1.115500546E+01
         3,-8.118378520E-01,-1.042814374E+00,-4.806644469E-02, 1.418397522E+02,-9.626241684E+00
         4,-1.918434501E+00,-1.039816380E+00, 3.983624338E-04, 1.384009705E+02,-1.100321293E+01
         5,-1.683795094E+00,-1.036700845E+00,-6.136712153E-03, 1.388293610E+02,-1.132743835E+01
         6,-8.367390633E-01,-1.035968184E+00,-4.852558300E-02, 1.418605499E+02,-9.779452324E+00
         7,-1.167641163E+00,-1.035714746E+00,-3.475284576E-02, 1.408084106E+02,-1.126099300E+01
         8,-1.441983819E+00,-1.033774734E+00,-1.748865284E-02, 1.395972900E+02,-1.154480743E+01
         9,-7.592310756E-02,-1.032195210E+00,-4.937370308E-03, 1.390258789E+02,-7.083508492E+00
        10,-1.011974663E-01,-1.032177448E+00,-6.772764958E-03, 1.391538696E+02,-7.068624496E+00
        11,-1.264718324E-01,-1.032159686E+00,-8.664610796E-03, 1.392853546E+02,-7.060282707E+00
        12,-1.517433822E-01,-1.032101035E+00,-1.060835645E-02, 1.394199677E+02,-7.058647156E+00
        13,-5.061618984E-02,-1.031571746E+00,-3.152491990E-03, 1.389011230E+02,-7.101801872E+00
        14,-1.769534945E-01,-1.031375051E+00,-1.259485725E-02, 1.395572052E+02,-7.061203957E+00
        15,-2.530805580E-02,-1.030913115E+00,-1.426767209E-03, 1.387802429E+02,-7.126217842E+00
        16,-2.021633089E-01,-1.030651808E+00,-1.462351903E-02, 1.396968842E+02,-7.071236610E+00
        17, 8.092813175E-08,-1.030254483E+00, 2.431599278E-04, 1.386626282E+02,-7.154232025E+00
        18, 1.000080956E-03,-1.030254483E+00, 3.070370585E-04, 1.386581116E+02,-7.155541897E+00
        19, 2.100080950E-03,-1.030254483E+00, 3.760233230E-04, 1.386531982E+02,-7.157059669E+00
        20, 3.310080850E-03,-1.030254483E+00, 4.522997187E-04, 1.386477814E+02,-7.158762455E+00
        21, 4.641080741E-03,-1.030254483E+00, 5.362544325E-04, 1.386418304E+02,-7.160652161E+00
        22, 6.105180830E-03,-1.030254483E+00, 6.285611889E-04, 1.386353149E+02,-7.162747383E+00
        23, 7.715690881E-03,-1.030254483E+00, 7.296194090E-04, 1.386281738E+02,-7.165070534E+00
        24, 9.487251751E-03,-1.030254483E+00, 8.405034896E-04, 1.386203156E+02,-7.167648315E+00
        25, 1.143596880E-02,-1.030254483E+00, 9.621017962E-04, 1.386117249E+02,-7.170511246E+00
        26, 1.357955765E-02,-1.030254483E+00, 1.095030224E-03, 1.386022949E+02,-7.173690796E+00
        27, 1.593750529E-02,-1.030254483E+00, 1.240739715E-03, 1.385919800E+02,-7.177226067E+00
        28, 1.853124797E-02,-1.030254483E+00, 1.400156063E-03, 1.385806580E+02,-7.181160927E+00
        29, 2.138436399E-02,-1.030254483E+00, 1.574714319E-03, 1.385682983E+02,-7.185543060E+00
        30, 2.452279255E-02,-1.030254483E+00, 1.765640220E-03, 1.385547638E+02,-7.190428257E+00
        31, 2.797506377E-02,-1.030254483E+00, 1.974396873E-03, 1.385399475E+02,-7.195879459E+00
        32, 3.177256137E-02,-1.030254483E+00, 2.202291274E-03, 1.385237732E+02,-7.201971054E+00
        33, 3.594981134E-02,-1.030254483E+00, 2.451008186E-03, 1.385061188E+02,-7.208783627E+00
        34, 4.054478183E-02,-1.030254483E+00, 2.721938770E-03, 1.384868622E+02,-7.216407776E+00
        35, 4.559925199E-02,-1.030254483E+00, 3.016681410E-03, 1.384658966E+02,-7.224951744E+00
        36, 5.115916952E-02,-1.030254483E+00, 3.337414470E-03, 1.384430695E+02,-7.234537125E+00
        37, 5.727507919E-02,-1.030254483E+00, 3.685838310E-03, 1.384182434E+02,-7.245299339E+00
        38, 6.400258094E-02,-1.030254483E+00, 4.063680768E-03, 1.383912964E+02,-7.257395744E+00
        39, 7.140283287E-02,-1.030254483E+00, 4.472413566E-03, 1.383621063E+02,-7.271003723E+00
        40, 7.954310626E-02,-1.030254483E+00, 4.914098419E-03, 1.383305206E+02,-7.286326408E+00
        41, 8.849740773E-02,-1.030254483E+00, 5.390402861E-03, 1.382964325E+02,-7.303593159E+00
        42, 9.834714234E-02,-1.030254483E+00, 5.902510136E-03, 1.382597198E+02,-7.323060989E+00
        43, 1.091818437E-01,-1.030254483E+00, 6.451586727E-03, 1.382202759E+02,-7.345019341E+00
        44, 1.211000234E-01,-1.030254483E+00, 7.038079668E-03, 1.381780853E+02,-7.369792461E+00
        45, 1.342100203E-01,-1.030254483E+00, 7.662417833E-03, 1.381330261E+02,-7.397739410E+00
        46, 1.486310065E-01,-1.030254483E+00, 8.324026130E-03, 1.380852203E+02,-7.429258347E+00
        47, 1.644940972E-01,-1.030254483E+00, 9.021438658E-03, 1.380346222E+02,-7.464780331E+00
        48, 1.819435060E-01,-1.030254483E+00, 9.751948528E-03, 1.379814758E+02,-7.504768372E+00
        49, 2.011378407E-01,-1.030254483E+00, 1.051123254E-02, 1.379259796E+02,-7.549713612E+00
        50, 2.222516239E-01,-1.030254483E+00, 1.129476540E-02, 1.378684845E+02,-7.600125313E+00
        51, 2.454767823E-01,-1.030254483E+00, 1.209534239E-02, 1.378094482E+02,-7.656513691E+00
        52, 2.710244358E-01,-1.030254483E+00, 1.290313061E-02, 1.377494812E+02,-7.719376087E+00
        53, 2.991268933E-01,-1.030254483E+00, 1.370668411E-02, 1.376893768E+02,-7.789162159E+00
        54, 3.300395608E-01,-1.030254483E+00, 1.449206565E-02, 1.376300812E+02,-7.866246700E+00
        55, 3.640435040E-01,-1.030254483E+00, 1.524328534E-02, 1.375726624E+02,-7.950888634E+00
        56, 4.014478624E-01,-1.030254483E+00, 1.594128273E-02, 1.375184631E+02,-8.043165207E+00
        57, 4.425926208E-01,-1.030254483E+00, 1.656614058E-02, 1.374688721E+02,-8.142930984E+00
        58, 4.878518879E-01,-1.030254483E+00, 1.709747128E-02, 1.374253235E+02,-8.249812126E+00
        59, 5.376370549E-01,-1.030254483E+00, 1.751352102E-02, 1.373893890E+02,-8.363103867E+00
        60, 5.924007893E-01,-1.030254483E+00, 1.779428869E-02, 1.373625031E+02,-8.481746674E+00
        61, 6.526408195E-01,-1.030254483E+00, 1.792200468E-02, 1.373459930E+02,-8.604358673E+00
        62, 7.189049125E-01,-1.030254483E+00, 1.788370684E-02, 1.373408813E+02,-8.729250908E+00
        63, 7.917953730E-01,-1.030254483E+00, 1.767195202E-02, 1.373478241E+02,-8.854477882E+00
        64, 8.719749451E-01,-1.030254483E+00, 1.728539914E-02, 1.373669891E+02,-8.977922440E+00
        65, 9.601724148E-01,-1.030254483E+00, 1.673055254E-02, 1.373980713E+02,-9.097436905E+00
        66,-2.273722887E-01,-1.029921174E+00,-1.668854989E-02, 1.398385620E+02,-7.089003086E+00
        67,-8.614303470E-01,-1.028727889E+00,-4.886114225E-02, 1.418726501E+02,-9.934507370E+00
        68,-2.524846494E-01,-1.028472185E+00,-1.878583804E-02, 1.399820557E+02,-7.111360550E+00
        69,-2.775981426E-01,-1.027012587E+00,-2.090813220E-02, 1.401267395E+02,-7.141922474E+00
        70,-3.027116656E-01,-1.025552869E+00,-2.304742485E-02, 1.402720795E+02,-7.180974960E+00
        71,-1.192194223E+00,-1.025105357E+00,-3.358414769E-02, 1.407201538E+02,-1.136153889E+01
        72,-3.277040124E-01,-1.023431778E+00,-2.520548925E-02, 1.404181824E+02,-7.225396156E+00
        73,-8.861215711E-01,-1.021487474E+00,-4.903215915E-02, 1.418732758E+02,-1.009126568E+01
        74,-3.526836634E-01,-1.021249533E+00,-2.736695111E-02, 1.405639954E+02,-7.278361320E+00
        75,-1.466471434E+00,-1.020183802E+00,-1.607571356E-02, 1.394967499E+02,-1.157960415E+01
        76,-1.708096623E+00,-1.020001769E+00,-4.982361104E-03, 1.387491455E+02,-1.132818699E+01
        77,-1.942195892E+00,-1.019687891E+00, 1.248141634E-03, 1.383428040E+02,-1.099048138E+01
        78,-3.776633143E-01,-1.019067287E+00,-2.952248603E-02, 1.407088013E+02,-7.340334892E+00
        79,-4.025141001E-01,-1.016322732E+00,-3.167788312E-02, 1.408530731E+02,-7.408533096E+00
        80,-1.216747284E+00,-1.014495969E+00,-3.230210021E-02, 1.406244965E+02,-1.145608997E+01
        81,-9.107564688E-01,-1.014145494E+00,-4.904491827E-02, 1.418628082E+02,-1.024847412E+01
        82,-4.273233116E-01,-1.013414860E+00,-3.381408751E-02, 1.409955292E+02,-7.485079288E+00
        83,-4.521325231E-01,-1.010506868E+00,-3.591765463E-02, 1.411351013E+02,-7.570881844E+00
        84,-4.768233299E-01,-1.007169485E+00,-3.799605742E-02, 1.412723389E+02,-7.663721085E+00
        85,-9.350081086E-01,-1.006151438E+00,-4.895211011E-02, 1.418450012E+02,-1.040484428E+01
        86,-1.490298748E+00,-1.005904436E+00,-1.466551796E-02, 1.393966980E+02,-1.161057377E+01
        87,-5.014246702E-01,-1.003535628E+00,-4.003626481E-02, 1.414063873E+02,-7.764260769E+00
        88,-1.240709424E+00,-1.003157258E+00,-3.097732738E-02, 1.405261078E+02,-1.154607868E+01
        89,-1.732130766E+00,-1.003044248E+00,-3.841033438E-03, 1.386700134E+02,-1.132532883E+01
        90,-5.260259509E-01,-9.999017715E-01,-4.201510549E-02, 1.415355530E+02,-7.873978138E+00
        91,-1.965844870E+00,-9.994654655E-01, 2.079450060E-03, 1.382861023E+02,-1.097510910E+01
        92,-9.592597485E-01,-9.981573820E-01,-4.868432879E-02, 1.418151855E+02,-1.056056309E+01
        93,-5.505414009E-01,-9.960017204E-01,-4.393601045E-02, 1.416601410E+02,-7.991367340E+00
        94,-1.264648438E+00,-9.917916656E-01,-2.955488861E-02, 1.404214783E+02,-1.162946510E+01
        95,-5.748966932E-01,-9.916442633E-01,-4.580164701E-02, 1.417803345E+02,-8.115299225E+00
        96,-1.514129043E+00,-9.915879369E-01,-1.323005091E-02, 1.392953186E+02,-1.163538742E+01
        97,-9.835113883E-01,-9.901633263E-01,-4.824048281E-02, 1.417733002E+02,-1.071490479E+01
        98,-5.992519855E-01,-9.872868061E-01,-4.757437855E-02, 1.418935547E+02,-8.247930527E+00
        99,-1.755518079E+00,-9.855698347E-01,-2.723779995E-03, 1.385925293E+02,-1.132007313E+01
       100,-6.235792041E-01,-9.828535318E-01,-4.924835265E-02, 1.419993439E+02,-8.388583183E+00
       101,-1.007409573E+00,-9.815284014E-01,-4.769021273E-02, 1.417240906E+02,-1.086729717E+01
       102,-1.288589120E+00,-9.804088473E-01,-2.804155648E-02, 1.403110504E+02,-1.170584965E+01
       103,-1.989493966E+00,-9.792430401E-01, 2.889319323E-03, 1.382310791E+02,-1.095701313E+01
       104,-6.476500034E-01,-9.777777195E-01,-5.085644498E-02, 1.421001129E+02,-8.534212112E+00
       105,-1.537959337E+00,-9.772714972E-01,-1.177699864E-02, 1.391931610E+02,-1.165394211E+01
       106,-6.717208028E-01,-9.727019072E-01,-5.234023184E-02, 1.421917419E+02,-8.687607765E+00
       107,-1.031191349E+00,-9.726943374E-01,-4.698668048E-02, 1.416644287E+02,-1.101698589E+01
       108,-1.312180877E+00,-9.685601592E-01,-2.647948638E-02, 1.401976624E+02,-1.177647972E+01
       109,-1.778905511E+00,-9.680953622E-01,-1.620853320E-03, 1.385164185E+02,-1.131067657E+01
       110,-6.957916617E-01,-9.676260948E-01,-5.368829891E-02, 1.422734985E+02,-8.848291397E+00
       111,-1.054973125E+00,-9.638602734E-01,-4.611020908E-02, 1.415931091E+02,-1.116298580E+01
       112,-1.561224937E+00,-9.624382257E-01,-1.033579838E-02, 1.390921021E+02,-1.166845703E+01
       113,-7.196033597E-01,-9.619773030E-01,-5.494309962E-02, 1.423483582E+02,-9.013255119E+00
       114,-2.012605667E+00,-9.586594105E-01, 3.675159533E-03, 1.381778412E+02,-1.093741989E+01
       115,-1.335473537E+00,-9.563891292E-01,-2.486903220E-02, 1.400813751E+02,-1.184071732E+01
       116,-7.433500886E-01,-9.562010765E-01,-5.605539680E-02, 1.424129028E+02,-9.183959007E+00
       117,-1.078567624E+00,-9.547606111E-01,-4.509455711E-02, 1.415124207E+02,-1.130474091E+01
       118,-1.802292943E+00,-9.506208301E-01,-5.353135639E-04, 1.384420166E+02,-1.129727745E+01
       119,-7.670968771E-01,-9.504247904E-01,-5.700176954E-02, 1.424656372E+02,-9.360342026E+00
       120,-1.584257126E+00,-9.474022985E-01,-8.897663094E-03, 1.389916992E+02,-1.167779922E+01
       121,-1.101829529E+00,-9.452142119E-01,-4.396678135E-02, 1.414242859E+02,-1.144186592E+01
       122,-7.906728983E-01,-9.443076253E-01,-5.781046674E-02, 1.425084534E+02,-9.540523529E+00
       123,-1.358766317E+00,-9.442180991E-01,-2.319332398E-02, 1.399611206E+02,-1.189720535E+01
       124,-1.435703784E-01,-9.381007552E-01,-9.376873262E-03, 1.393574219E+02,-6.593018055E+00
       125,-1.196593642E-01,-9.380525351E-01,-7.163518108E-03, 1.392034760E+02,-6.606551647E+00
       126,-9.574579448E-02,-9.379672408E-01,-5.020219833E-03, 1.390539856E+02,-6.627360344E+00
       127,-7.183222473E-02,-9.378818870E-01,-2.953337505E-03, 1.389091644E+02,-6.655228615E+00
       128,-8.140582442E-01,-9.378325343E-01,-5.847637728E-02, 1.425411530E+02,-9.724156380E+00
       129,-2.035176992E+00,-9.377095103E-01, 4.437207244E-03, 1.381263733E+02,-1.091645145E+01
       130,-1.674255878E-01,-9.375430942E-01,-1.164695714E-02, 1.395148468E+02,-6.584118843E+00
       131,-4.788888618E-02,-9.372162223E-01,-9.499572916E-04, 1.387683716E+02,-6.686827660E+00
       132,-1.912804991E-01,-9.369880557E-01,-1.397771202E-02, 1.396759644E+02,-6.583494186E+00
       133,-2.394440584E-02,-9.365189075E-01, 9.805937298E-04, 1.386326141E+02,-6.725083351E+00
       134,-2.151346505E-01,-9.364263415E-01,-1.636303402E-02, 1.398402710E+02,-6.591478348E+00
       135, 7.349441944E-08,-9.358215928E-01, 2.842226299E-03, 1.385012512E+02,-6.767250538E+00
       136, 1.000073506E-03,-9.358215928E-01, 2.916576341E-03, 1.384959412E+02,-6.769255161E+00
       137, 2.100073500E-03,-9.358215928E-01, 2.997178119E-03, 1.384901886E+02,-6.771544933E+00
       138, 3.310073400E-03,-9.358215928E-01, 3.086327808E-03, 1.384838562E+02,-6.774097919E+00
       139, 4.641073290E-03,-9.358215928E-01, 3.183736932E-03, 1.384769287E+02,-6.776926994E+00
       140, 6.105173379E-03,-9.358215928E-01, 3.291077912E-03, 1.384693146E+02,-6.780057907E+00
       141, 7.715683430E-03,-9.358215928E-01, 3.408774734E-03, 1.384609528E+02,-6.783522129E+00
       142, 9.487244301E-03,-9.358215928E-01, 3.537329379E-03, 1.384517975E+02,-6.787358761E+00
       143, 1.143596135E-02,-9.358215928E-01, 3.678369336E-03, 1.384417725E+02,-6.791610241E+00
       144, 1.357955020E-02,-9.358215928E-01, 3.832620103E-03, 1.384308014E+02,-6.796321869E+00
       145, 1.593749784E-02,-9.358215928E-01, 4.001532681E-03, 1.384187775E+02,-6.801549435E+00
       146, 1.853124052E-02,-9.358215928E-01, 4.186303820E-03, 1.384056244E+02,-6.807352543E+00
       147, 2.138435654E-02,-9.358215928E-01, 4.388234112E-03, 1.383912506E+02,-6.813798428E+00
       148, 2.452278510E-02,-9.358215928E-01, 4.608732183E-03, 1.383755341E+02,-6.820962429E+00
       149, 2.797505632E-02,-9.358215928E-01, 4.849355202E-03, 1.383583679E+02,-6.828932762E+00
       150, 3.177255392E-02,-9.358215928E-01, 5.112035200E-03, 1.383396301E+02,-6.837804794E+00
       151, 3.594980389E-02,-9.358215928E-01, 5.398243200E-03, 1.383192139E+02,-6.847690105E+00
       152, 4.054477438E-02,-9.358215928E-01, 5.709468853E-03, 1.382969971E+02,-6.858713150E+00
       153, 4.559924826E-02,-9.358215928E-01, 6.047529168E-03, 1.382728119E+02,-6.871013165E+00
       154, 5.115916207E-02,-9.358215928E-01, 6.414378062E-03, 1.382465820E+02,-6.884751797E+00
       155, 5.727507174E-02,-9.358215928E-01, 6.811785512E-03, 1.382181091E+02,-6.900105000E+00
       156, 6.400257349E-02,-9.358215928E-01, 7.241741288E-03, 1.381872559E+02,-6.917275429E+00
       157, 7.140282542E-02,-9.358215928E-01, 7.705592550E-03, 1.381539307E+02,-6.936494350E+00
       158, 7.954309881E-02,-9.358215928E-01, 8.205168881E-03, 1.381180115E+02,-6.958014488E+00
       159, 8.849740028E-02,-9.358215928E-01, 8.741945028E-03, 1.380793457E+02,-6.982124329E+00
       160, 9.834713489E-02,-9.358215928E-01, 9.316375479E-03, 1.380379181E+02,-7.009143829E+00
       161, 1.091818362E-01,-9.358215928E-01, 9.928985499E-03, 1.379936218E+02,-7.039425373E+00
       162, 1.211000159E-01,-9.358215928E-01, 1.057989988E-02, 1.379464264E+02,-7.073362827E+00
       163, 1.342100054E-01,-9.358215928E-01, 1.126862410E-02, 1.378963776E+02,-7.111385345E+00
       164, 1.486310065E-01,-9.358215928E-01, 1.199296769E-02, 1.378435822E+02,-7.153953552E+00
       165, 1.644940972E-01,-9.358215928E-01, 1.274985354E-02, 1.377882080E+02,-7.201560974E+00
       166, 1.819434911E-01,-9.358215928E-01, 1.353524532E-02, 1.377305145E+02,-7.254729271E+00
       167, 2.011378407E-01,-9.358215928E-01, 1.434268802E-02, 1.376709290E+02,-7.313995361E+00
       168, 2.222516239E-01,-9.358215928E-01, 1.516429894E-02, 1.376099243E+02,-7.379885674E+00
       169, 2.454767674E-01,-9.358215928E-01, 1.599042118E-02, 1.375481873E+02,-7.452911377E+00
       170, 2.710244358E-01,-9.358215928E-01, 1.680827327E-02, 1.374865570E+02,-7.533529758E+00
       171, 2.991268635E-01,-9.358215928E-01, 1.760280877E-02, 1.374260406E+02,-7.622119904E+00
       172, 3.300395608E-01,-9.358215928E-01, 1.835626364E-02, 1.373678741E+02,-7.718903065E+00
       173, 3.640435040E-01,-9.358215928E-01, 1.904936694E-02, 1.373133850E+02,-7.823943138E+00
       174, 4.014478624E-01,-9.358215928E-01, 1.966116577E-02, 1.372640228E+02,-7.937068939E+00
       175, 4.425926208E-01,-9.358215928E-01, 2.016890980E-02, 1.372214203E+02,-8.057794571E+00
       176, 4.878518879E-01,-9.358215928E-01, 2.055010386E-02, 1.371872253E+02,-8.185355186E+00
       177, 5.376370549E-01,-9.358215928E-01, 2.078364789E-02, 1.371628723E+02,-8.318593979E+00
       178, 5.924007893E-01,-9.358215928E-01, 2.085148543E-02, 1.371498260E+02,-8.456003189E+00
       179, 6.526408195E-01,-9.358215928E-01, 2.073935792E-02, 1.371491089E+02,-8.595738411E+00
       180, 7.189049125E-01,-9.358215928E-01, 2.043985203E-02, 1.371613770E+02,-8.735698700E+00
       181, 7.917953730E-01,-9.358215928E-01, 1.995218918E-02, 1.371868591E+02,-8.873603821E+00
       182, 8.719749451E-01,-9.358215928E-01, 1.928311214E-02, 1.372251740E+02,-9.007132530E+00
       183, 9.601724148E-01,-9.358215928E-01, 1.844771951E-02, 1.372754364E+02,-9.134065628E+00
       184,-1.125091434E+00,-9.356678128E-01,-4.267835617E-02, 1.413255157E+02,-1.157309818E+01
       185,-2.389011532E-01,-9.352115393E-01,-1.879321784E-02, 1.400072327E+02,-6.604640961E+00
       186,-2.626687884E-01,-9.339858890E-01,-2.126606368E-02, 1.401765747E+02,-6.627024174E+00
       187,-2.864364386E-01,-9.327602386E-01,-2.377304807E-02, 1.403476257E+02,-6.659017563E+00
       188,-1.824841142E+00,-9.323853254E-01, 5.239855964E-04, 1.383694763E+02,-1.128258324E+01
       189,-1.607294321E+00,-9.323008060E-01,-7.459142711E-03, 1.388916321E+02,-1.168139553E+01
       190,-1.381970644E+00,-9.319545627E-01,-2.146872878E-02, 1.398379974E+02,-1.194613266E+01
       191,-8.374435306E-01,-9.313574433E-01,-5.895119905E-02, 1.425604095E+02,-9.911634445E+00
       192,-3.100940585E-01,-9.309339523E-01,-2.631059848E-02, 1.405202637E+02,-6.697169781E+00
       193,-3.337401450E-01,-9.290521145E-01,-2.886811644E-02, 1.406936340E+02,-6.745097160E+00
       194,-3.573862612E-01,-9.271702170E-01,-3.143593669E-02, 1.408669739E+02,-6.803409576E+00
       195,-1.148353457E+00,-9.261214733E-01,-4.123584554E-02, 1.412165985E+02,-1.169763374E+01
       196,-8.607776761E-01,-9.247899055E-01,-5.923759192E-02, 1.425665131E+02,-1.010184860E+01
       197,-3.809153140E-01,-9.247776866E-01,-3.401513025E-02, 1.410405273E+02,-6.868972778E+00
       198,-4.044066072E-01,-9.222368598E-01,-3.658924997E-02, 1.412131042E+02,-6.944275379E+00
       199,-4.278979301E-01,-9.196960330E-01,-3.914479539E-02, 1.413835907E+02,-7.030467510E+00
       200,-1.404575348E+00,-9.190625548E-01,-1.974127442E-02, 1.397150879E+02,-1.198992634E+01
       201,-8.837637305E-01,-9.176302552E-01,-5.939634517E-02, 1.425636444E+02,-1.029241467E+01
       202,-1.630088806E+00,-9.169613123E-01,-6.034383550E-03, 1.387928467E+02,-1.168024445E+01
       203,-4.512816966E-01,-9.167650938E-01,-4.168441519E-02, 1.415524292E+02,-7.125041962E+00
       204,-2.057753563E+00,-9.166337252E-01, 5.176038947E-03, 1.380766449E+02,-1.089325714E+01
       205,-1.171078563E+00,-9.159126878E-01,-3.972732648E-02, 1.411034088E+02,-1.181657887E+01
       206,-1.847287536E+00,-9.140629172E-01, 1.559997094E-03, 1.382987823E+02,-1.126446724E+01
       207,-4.745841920E-01,-9.135649204E-01,-4.419507831E-02, 1.417186279E+02,-7.228820324E+00
       208,-9.067497849E-01,-9.104706645E-01,-5.934643745E-02, 1.425462341E+02,-1.048355675E+01
       209,-4.978866875E-01,-9.103648067E-01,-4.665470123E-02, 1.418805084E+02,-7.343674183E+00
       210,-5.211111903E-01,-9.069229960E-01,-4.906443134E-02, 1.420382385E+02,-7.467948437E+00
       211,-1.427183032E+00,-9.061331153E-01,-1.797498018E-02, 1.395900269E+02,-1.202590275E+01
       212,-1.193782926E+00,-9.056794643E-01,-3.808415681E-02, 1.409815063E+02,-1.192778397E+01
       213,-9.297358394E-01,-9.033110142E-01,-5.908031389E-02, 1.425139313E+02,-1.067438698E+01
       214,-5.441902876E-01,-9.030656815E-01,-5.142539740E-02, 1.421918945E+02,-7.600362301E+00
       215,-1.652295709E+00,-9.011522532E-01,-4.638321232E-03, 1.386961517E+02,-1.167579174E+01
       216,-5.672693849E-01,-8.992084265E-01,-5.369885266E-02, 1.423388214E+02,-7.743602276E+00
       217,-1.869733810E+00,-8.957405090E-01, 2.569511998E-03, 1.382301941E+02,-1.124286652E+01
       218,-9.524016380E-01,-8.955613375E-01,-5.867812410E-02, 1.424721985E+02,-1.086375809E+01
       219,-1.216488719E+00,-8.954288363E-01,-3.631422669E-02, 1.408514252E+02,-1.203065681E+01
       220,-5.903229713E-01,-8.952823281E-01,-5.587704852E-02, 1.424784393E+02,-7.896997452E+00
       221,-1.449790716E+00,-8.932036757E-01,-1.618006267E-02, 1.394635468E+02,-1.205388832E+01
       222,-6.131436825E-01,-8.907727003E-01,-5.799046159E-02, 1.426129150E+02,-8.056933403E+00
       223,-9.749619961E-01,-8.876282573E-01,-5.808291584E-02, 1.424172363E+02,-1.105123329E+01
       224,-6.359644532E-01,-8.862630725E-01,-5.997917056E-02, 1.427380981E+02,-8.226992607E+00
       225,-1.674502611E+00,-8.853431344E-01,-3.261822741E-03, 1.386009216E+02,-1.166605568E+01
       226,-1.238878250E+00,-8.847487569E-01,-3.447088972E-02, 1.407167664E+02,-1.212641621E+01
       227,-6.587851644E-01,-8.817534447E-01,-6.182909384E-02, 1.428530121E+02,-8.406763077E+00
       228,-1.471885324E+00,-8.798047900E-01,-1.439546049E-02, 1.393381653E+02,-1.207643890E+01
       229,-9.975223541E-01,-8.796952367E-01,-5.726830289E-02, 1.423473358E+02,-1.123574352E+01
       230,-1.891691923E+00,-8.770899177E-01, 3.547878703E-03, 1.381638947E+02,-1.121930027E+01
       231,-6.813705564E-01,-8.767237663E-01,-6.358102709E-02, 1.429605865E+02,-8.592581749E+00
       232,-1.260996222E+00,-8.737758994E-01,-3.255436197E-02, 1.405776367E+02,-1.221422195E+01
       233,-7.038968801E-01,-8.715789914E-01,-6.518196315E-02, 1.430570984E+02,-8.786478043E+00
       234,-1.019912601E+00,-8.715209365E-01,-5.627297238E-02, 1.422651825E+02,-1.141625881E+01
       235,-1.696709514E+00,-8.695340157E-01,-1.906886813E-03, 1.385077515E+02,-1.165120029E+01
       236,-7.264232635E-01,-8.664341569E-01,-6.660472602E-02, 1.431407623E+02,-8.988556862E+00
       237,-1.493768096E+00,-8.662217855E-01,-1.261011604E-02, 1.392132721E+02,-1.209224319E+01
       238,-1.042000771E+00,-8.629409671E-01,-5.512740463E-02, 1.421729126E+02,-1.159203720E+01
       239,-1.283114076E+00,-8.628031015E-01,-3.054275922E-02, 1.404325714E+02,-1.229247475E+01
       240,-7.487945557E-01,-8.609798551E-01,-6.787666678E-02, 1.432134552E+02,-9.196441650E+00
       241,-1.913159251E+00,-8.581042886E-01, 4.495080560E-03, 1.380999146E+02,-1.119394875E+01
       242,-7.709926367E-01,-8.552004099E-01,-6.899100542E-02, 1.432747803E+02,-9.409452438E+00
       243,-1.064088941E+00,-8.543609977E-01,-5.377077684E-02, 1.420665436E+02,-1.176183605E+01
       244,-1.718155026E+00,-8.530193567E-01,-5.841462989E-04, 1.384172211E+02,-1.163454247E+01
       245,-1.361403763E-01,-8.526459932E-01,-7.370897103E-03, 1.392414398E+02,-6.088138580E+00
       246,-1.515655875E+00,-8.525726199E-01,-1.081982721E-02, 1.390885468E+02,-1.210066319E+01
       247,-1.134662107E-01,-8.525006175E-01,-4.887792747E-03, 1.390680389E+02,-6.116465092E+00
       248,-9.078972787E-02,-8.523215652E-01,-2.495055087E-03, 1.389002991E+02,-6.152624607E+00
       249,-1.587638557E-01,-8.522412777E-01,-9.926781990E-03, 1.394193420E+02,-6.064796448E+00
       250,-6.811323762E-02,-8.521425128E-01,-1.969992736E-04, 1.387386780E+02,-6.196399212E+00
       251,-1.813870370E-01,-8.518392444E-01,-1.256461442E-02, 1.396023560E+02,-6.050409317E+00
       252,-1.305151701E+00,-8.517462015E-01,-2.845738456E-02, 1.402831116E+02,-1.236125469E+01
       253,-4.540951550E-02,-8.514385223E-01, 2.023923444E-03, 1.385820160E+02,-6.244235992E+00
       254,-2.040095329E-01,-8.514311314E-01,-1.527811587E-02, 1.397900085E+02,-6.045434475E+00
       255,-2.270472422E-02,-8.507060409E-01, 4.154534079E-03, 1.384318542E+02,-6.299091816E+00
       256,-2.265525162E-01,-8.504291177E-01,-1.805097051E-02, 1.399812317E+02,-6.046181679E+00
       257, 6.673646880E-08,-8.499735594E-01, 6.194860674E-03, 1.382873230E+02,-6.358034611E+00
       258, 1.000066753E-03,-8.499735594E-01, 6.279860623E-03, 1.382812042E+02,-6.360915661E+00
       259, 2.100066748E-03,-8.499735594E-01, 6.372242700E-03, 1.382745667E+02,-6.364179134E+00
       260, 3.310066648E-03,-8.499735594E-01, 6.474481896E-03, 1.382672882E+02,-6.367807388E+00
       261, 4.641066771E-03,-8.499735594E-01, 6.585960276E-03, 1.382593231E+02,-6.371820927E+00
       262, 6.105166860E-03,-8.499735594E-01, 6.708428729E-03, 1.382505646E+02,-6.376255512E+00
       263, 7.715676911E-03,-8.499735594E-01, 6.842885166E-03, 1.382409515E+02,-6.381157875E+00
